,Date,Price,Open,High,Low,Vol.,Change %,portid_rizhao,portname_rizhao,country_rizhao,ISO3_rizhao,portcalls_container_rizhao,portcalls_dry_bulk_rizhao,portcalls_general_cargo_rizhao,portcalls_roro_rizhao,portcalls_tanker_rizhao,portcalls_cargo_rizhao,portcalls_rizhao,import_container_rizhao,import_dry_bulk_rizhao,import_general_cargo_rizhao,import_roro_rizhao,import_tanker_rizhao,import_cargo_rizhao,import_rizhao,export_container_rizhao,export_dry_bulk_rizhao,export_general_cargo_rizhao,export_roro_rizhao,export_tanker_rizhao,export_cargo_rizhao,export_rizhao,ObjectId_rizhao,portid_santos,portname_santos,country_santos,ISO3_santos,portcalls_container_santos,portcalls_dry_bulk_santos,portcalls_general_cargo_santos,portcalls_roro_santos,portcalls_tanker_santos,portcalls_cargo_santos,portcalls_santos,import_container_santos,import_dry_bulk_santos,import_general_cargo_santos,import_roro_santos,import_tanker_santos,import_cargo_santos,import_santos,export_container_santos,export_dry_bulk_santos,export_general_cargo_santos,export_roro_santos,export_tanker_santos,export_cargo_santos,export_santos,ObjectId_santos
1482,2019-01-31,915.25,919.50,926.75,913.25,98.08K,-0.62%,port1105,Rizhao,China,CHN,3,4,0,0,0,7,7,2574.64738522759,153521.018683609,0.0,0.0,0.0,156095.666068837,156095.666068837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250636,port1160,Santos,Brazil,BRA,4,4,3,0,3,11,14,0.0,32233.4545292972,17392.7732021573,0.0,19076.6905620838,49626.2277314546,68702.9182935383,55612.2850816909,49271.6444743501,11790.1604884208,0.0,0.0,116674.090044462,116674.090044462,372560
1481,2019-02-01,917.75,921.00,931.25,917.00,168.14K,0.27%,port1105,Rizhao,China,CHN,0,5,1,0,0,6,6,0.0,275395.07198789,3400.03051339293,0.0,0.0,278795.102501283,278795.102501283,0.0,102.65625,0.0,0.0,0.0,102.65625,102.65625,250639,port1160,Santos,Brazil,BRA,6,3,0,1,2,10,12,32400.3909060976,0.0,0.0,0.0,0.0,32400.3909060976,32400.3909060976,39585.3720611294,93877.2163730027,0.0,2473.37262855841,24153.0112882294,135935.96106269,160088.97235092,372561
1480,2019-02-04,918.50,917.00,923.75,915.50,76.59K,0.08%,port1105,Rizhao,China,CHN,1,7,2,0,0,10,10,0.0,317283.408555469,0.0,0.0,0.0,317283.408555469,317283.408555469,2290.25100150218,16118.4043803668,1493.71838614775,0.0,0.0,19902.3737680168,19902.3737680168,250647,port1160,Santos,Brazil,BRA,8,2,1,0,2,11,13,38370.1210567588,15733.6782105058,0.0,0.0,0.0,54103.7992672647,54103.7992672647,63382.745155981,34777.954697242,5397.19045978556,0.0,7240.63369756926,103557.890313009,110798.524010578,372564
1479,2019-02-05,920.25,917.75,921.00,913.50,83.11K,0.19%,port1105,Rizhao,China,CHN,0,3,0,0,0,3,3,0.0,183692.699330883,0.0,0.0,0.0,183692.699330883,183692.699330883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250650,port1160,Santos,Brazil,BRA,4,6,0,1,2,11,13,18476.750730238,0.0,0.0,602.67004829463,12624.7011048185,19079.4207785326,31704.1218833511,25755.0760122078,86192.6966086351,0.0,1131.88149691264,0.0,113079.654117756,113079.654117756,372565
1478,2019-02-06,921.75,920.00,922.50,917.50,98.81K,0.16%,port1105,Rizhao,China,CHN,0,3,1,0,1,4,5,0.0,84333.1869119328,3572.07934653253,0.0,7652.4214422528,87905.2662584653,95557.6877007181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250653,port1160,Santos,Brazil,BRA,5,1,1,0,4,7,11,16163.8638419303,0.0,0.0,0.0,8834.43397993474,16163.8638419303,24998.297821865,37296.830793947,39281.2453958446,757.791401208913,0.0,9770.49390747563,77335.8675910006,87106.3614984762,372566
1477,2019-02-07,913.25,919.50,921.50,910.50,120.90K,-0.92%,port1105,Rizhao,China,CHN,1,3,0,0,0,4,4,0.0,125594.262652923,0.0,0.0,0.0,125594.262652923,125594.262652923,0.0,16781.6913737549,0.0,0.0,0.0,16781.6913737549,16781.6913737549,250656,port1160,Santos,Brazil,BRA,4,2,0,0,3,6,9,2384.09040730565,0.0,0.0,0.0,1847.29243977423,2384.09040730565,4231.38284707988,46976.768853617,58989.830551357,0.0,0.0,22389.7629974152,105966.599404974,128356.362402389,372567
1476,2019-02-08,914.50,913.00,918.00,908.00,134.65K,0.14%,port1105,Rizhao,China,CHN,1,5,0,0,0,6,6,0.0,78421.625824134,0.0,0.0,0.0,78421.625824134,78421.625824134,0.0,11186.8132299415,0.0,0.0,0.0,11186.8132299415,11186.8132299415,250659,port1160,Santos,Brazil,BRA,6,4,1,0,3,11,14,19013.3212374451,0.0,0.0,0.0,15980.0492635937,19013.3212374451,34993.3705010388,29222.4008535151,145615.73418433,8545.55768278677,0.0,4964.86172048901,183383.692720632,188348.554441121,372568
1475,2019-02-11,905.00,914.75,918.75,903.50,124.10K,-1.04%,port1105,Rizhao,China,CHN,2,6,1,0,0,9,9,5157.36885348747,339446.234393366,0.0,0.0,0.0,344603.603246854,344603.603246854,10099.5462457103,0.0,663.498108289835,0.0,0.0,10763.0443540002,10763.0443540002,250668,port1160,Santos,Brazil,BRA,7,8,0,1,1,16,17,26477.1956043314,2271.680415246,0.0,0.0,0.0,28748.8760195774,28748.8760195774,66811.4961930434,162830.247293875,0.0,2473.62766968585,237.208946533021,232115.371156605,232352.580103138,372571
1474,2019-02-12,917.50,905.50,919.75,905.50,126.54K,1.38%,port1105,Rizhao,China,CHN,0,6,0,0,0,6,6,0.0,315836.819354634,0.0,0.0,0.0,315836.819354634,315836.819354634,0.0,8822.91826108639,0.0,0.0,0.0,8822.91826108639,8822.91826108639,250671,port1160,Santos,Brazil,BRA,3,4,2,1,4,10,14,0.0,25745.3071888843,0.0,0.0,16466.1822925552,25745.3071888843,42211.4894814395,17045.3869785431,86089.2249943592,10885.2131423423,6889.82548624804,4329.57753603895,120909.650601493,125239.228137532,372572
1473,2019-02-13,916.50,916.75,920.00,913.75,87.71K,-0.11%,port1105,Rizhao,China,CHN,0,4,0,0,0,4,4,0.0,191552.229156407,0.0,0.0,0.0,191552.229156407,191552.229156407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250674,port1160,Santos,Brazil,BRA,8,0,0,0,2,8,10,15983.71172452,0.0,0.0,0.0,3799.55145116736,15983.71172452,19783.2631756874,14867.5500548785,0.0,0.0,0.0,8481.93782874425,14867.5500548785,23349.4878836227,372573
1472,2019-02-14,903.50,915.75,918.25,903.00,111.54K,-1.42%,port1105,Rizhao,China,CHN,2,4,0,0,0,6,6,0.0,276357.400146903,0.0,0.0,0.0,276357.400146903,276357.400146903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250677,port1160,Santos,Brazil,BRA,7,2,0,0,1,9,10,40379.3722756811,0.0,0.0,0.0,1976.49615067298,40379.3722756811,42355.8684263541,58960.748317732,82459.1989763321,0.0,0.0,0.0,141419.947294064,141419.947294064,372574
1471,2019-02-15,907.50,905.25,909.75,901.25,113.61K,0.44%,port1105,Rizhao,China,CHN,1,5,0,0,0,6,6,10600.2020230241,248643.520636446,0.0,0.0,0.0,259243.72265947,259243.72265947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250680,port1160,Santos,Brazil,BRA,3,6,2,0,4,11,15,9008.82295905676,4773.33285733081,2285.90672845235,0.0,30081.1613253275,16068.0625448399,46149.2238701674,10312.3683071481,171340.041322085,717.438597303997,0.0,18021.9704146863,182369.848226537,200391.818641223,372575
1470,2019-02-17,907.75,907.50,907.75,907.50,,0.03%,port1105,Rizhao,China,CHN,3,5,0,0,0,8,8,33982.3438368052,167476.435424788,0.0,0.0,0.0,201458.779261593,201458.779261593,43609.9500953273,4002.25474722074,0.0,0.0,0.0,47612.204842548,47612.204842548,250682,port1160,Santos,Brazil,BRA,8,2,0,1,0,11,11,63335.7830745777,11422.1744073905,0.0,0.0,0.0,74757.9574819682,74757.9574819682,115088.793973437,1091.62170379906,0.0,0.0,0.0,116180.415677236,116180.415677236,372577
1469,2019-02-18,907.50,907.75,907.75,907.50,,-0.03%,port1105,Rizhao,China,CHN,1,5,2,0,0,8,8,222.054907696314,316962.249483926,0.0,0.0,0.0,317184.304391623,317184.304391623,10530.0352283517,0.0,7632.24229762958,0.0,0.0,18162.2775259813,18162.2775259813,250683,port1160,Santos,Brazil,BRA,5,3,1,1,2,10,12,21531.461989475,0.0,0.0,0.0,13755.2102622449,21531.461989475,35286.6722517199,32429.7344213225,82395.1547274295,34137.8889966782,2473.37262855841,0.0,151436.150773989,151436.150773989,372578
1468,2019-02-19,900.75,907.25,911.25,894.75,119.26K,-0.74%,port1105,Rizhao,China,CHN,1,0,1,0,0,2,2,621.307430008342,0.0,0.0,0.0,0.0,621.307430008342,621.307430008342,3313.80901213473,0.0,0.0,0.0,0.0,3313.80901213473,3313.80901213473,250684,port1160,Santos,Brazil,BRA,8,2,0,1,4,11,15,27574.657419317,0.0,0.0,0.0,0.0,27574.657419317,27574.657419317,32847.0101909009,68908.5183912741,0.0,1102.70791115315,3603.4120382699,102858.236493328,106461.648531598,372579
1467,2019-02-20,902.50,902.00,905.00,893.25,132.17K,0.19%,port1105,Rizhao,China,CHN,2,7,0,0,0,9,9,6443.46310779997,343389.455136186,0.0,0.0,0.0,349832.918243986,349832.918243986,9057.37110251852,0.0,0.0,0.0,0.0,9057.37110251852,9057.37110251852,250685,port1160,Santos,Brazil,BRA,2,3,3,1,3,9,12,0.0,0.0,0.0,0.0,5935.85577436232,0.0,5935.85577436232,17030.0330933231,90679.0784405304,31137.1077448384,1873.10106943426,8642.33320224044,140719.320348126,149361.653550367,372580
1466,2019-02-21,911.00,902.75,916.75,900.00,169.21K,0.94%,port1105,Rizhao,China,CHN,1,7,2,0,0,10,10,0.0,161826.241635309,0.0,0.0,0.0,161826.241635309,161826.241635309,0.0,33117.574050406,7775.54231914917,0.0,0.0,40893.1163695551,40893.1163695551,250686,port1160,Santos,Brazil,BRA,7,0,1,1,3,9,12,19947.6957130939,0.0,0.0,0.0,20182.4041352869,19947.6957130939,40130.0998483808,69457.5045827608,0.0,8934.93594732053,4956.96097078525,0.0,83349.4015008666,83349.4015008666,372581
1465,2019-02-22,910.25,910.25,914.75,907.50,127.44K,-0.08%,port1105,Rizhao,China,CHN,1,3,1,0,0,5,5,518.697047713772,205468.325202286,0.0,0.0,0.0,205987.02225,205987.02225,6705.7377515575,1327.47512906575,5962.05586812533,0.0,0.0,13995.2687487486,13995.2687487486,250687,port1160,Santos,Brazil,BRA,1,4,0,1,2,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.242656931609,76405.5014500227,0.0,8004.68885581786,27507.6974607117,84961.4329627721,112469.130423484,372582
1464,2019-02-25,911.75,918.00,921.00,910.25,108.51K,0.16%,port1105,Rizhao,China,CHN,0,5,0,0,0,5,5,0.0,170732.800192811,0.0,0.0,0.0,170732.800192811,170732.800192811,0.0,41911.9551720927,0.0,0.0,0.0,41911.9551720927,41911.9551720927,250461,port1160,Santos,Brazil,BRA,9,3,3,0,1,15,16,88628.2110658969,8375.32872422474,1679.36879692473,0.0,16192.3647207686,98682.9085870464,114875.273307815,60034.9464618267,60546.5783287898,15943.487480139,0.0,0.0,136525.012270756,136525.012270756,372586
1463,2019-02-26,903.75,910.00,910.75,899.00,88.70K,-0.88%,port1105,Rizhao,China,CHN,1,3,0,0,1,4,5,0.0,136833.1720213,0.0,0.0,2211.2323488741,136833.1720213,139044.404370174,0.0,8878.50382930482,0.0,0.0,0.0,8878.50382930482,8878.50382930482,250465,port1160,Santos,Brazil,BRA,5,0,2,0,3,7,10,5653.10000840386,0.0,0.0,0.0,6671.13785158078,5653.10000840386,12324.2378599846,39307.3337591715,0.0,27178.4946398298,0.0,2330.79033658746,66485.8283990013,68816.6187355888,372587
1462,2019-02-27,903.50,903.00,910.00,900.75,69.36K,-0.03%,port1105,Rizhao,China,CHN,3,4,1,0,0,8,8,2177.57943622842,81522.5525151312,0.0,0.0,0.0,83700.1319513596,83700.1319513596,31623.3684349724,5821.42410116747,796.888581081879,0.0,0.0,38241.6811172217,38241.6811172217,250470,port1160,Santos,Brazil,BRA,5,2,1,0,3,8,11,44429.7595048688,13548.4698957044,0.0,0.0,26491.1034506792,57978.2294005733,84469.3328512524,11979.13532663,16556.7678749304,20371.0294130268,0.0,171.254731274567,48906.9326145872,49078.1873458618,372588
1461,2019-02-28,897.50,903.00,905.25,897.00,13.01K,-0.66%,port1105,Rizhao,China,CHN,3,5,1,0,0,9,9,2909.75148802789,122524.220053407,9149.38522200219,0.0,0.0,134583.356763438,134583.356763438,16653.3962211545,56712.4122320445,0.0,0.0,0.0,73365.808453199,73365.808453199,250476,port1160,Santos,Brazil,BRA,6,7,2,1,3,16,19,31484.7281194007,32221.9966709963,0.0,0.0,7957.23759901547,63706.724790397,71663.9623894125,40087.4597948325,189448.848475688,13484.2540250983,0.0,20293.2774475186,243020.562295619,263313.839743137,372589
1460,2019-03-01,899.25,897.25,905.00,888.25,8.37K,0.19%,port1105,Rizhao,China,CHN,2,6,0,0,0,8,8,0.0,191860.62922199,0.0,0.0,0.0,191860.62922199,191860.62922199,13710.1630389542,7168.49399279374,0.0,0.0,0.0,20878.6570317479,20878.6570317479,250528,port1160,Santos,Brazil,BRA,6,1,1,1,2,9,11,16907.9415811703,0.0,19799.7888965969,0.0,1713.04294744577,36707.7304777672,38420.773425213,22366.1904313327,44077.646009278,0.0,4963.92285129177,2913.26765730412,71407.7592919025,74321.0269492067,372590
1459,2019-03-04,903.25,901.25,912.25,901.25,4.17K,0.44%,port1105,Rizhao,China,CHN,1,5,1,0,0,7,7,0.0,132396.691360046,0.0,0.0,0.0,132396.691360046,132396.691360046,5865.56715244307,7404.46884474022,1311.10658356623,0.0,0.0,14581.1425807495,14581.1425807495,250546,port1160,Santos,Brazil,BRA,5,2,1,0,3,8,11,11802.625436134,0.0,13228.8614534313,0.0,3102.40995194629,25031.4868895654,28133.8968415117,33278.5698185872,70612.3937060898,0.0,0.0,23356.7200367596,103890.963524677,127247.683561437,372594
1458,2019-03-05,901.25,904.75,904.75,896.75,3.34K,-0.22%,port1105,Rizhao,China,CHN,2,6,0,0,0,8,8,755.034557840467,172053.780752335,0.0,0.0,0.0,172808.815310175,172808.815310175,10006.9646437302,20749.599452145,0.0,0.0,0.0,30756.5640958753,30756.5640958753,250547,port1160,Santos,Brazil,BRA,5,3,1,1,1,10,11,59961.3068363988,0.0,5338.65261887612,602.67004829463,0.0,65902.6295035695,65902.6295035695,33720.1354737115,122491.962721609,0.0,1131.88149691264,8070.76155888914,157343.979692233,165414.741251122,372595
1457,2019-03-06,889.75,900.50,903.50,889.50,2.10K,-1.28%,port1105,Rizhao,China,CHN,2,2,1,0,0,5,5,3260.9647304486,112477.246053867,0.0,0.0,0.0,115738.210784315,115738.210784315,7936.03909636994,0.0,3945.61337533338,0.0,0.0,11881.6524717033,11881.6524717033,250548,port1160,Santos,Brazil,BRA,4,5,1,0,6,10,16,11473.7472114002,13686.0859141416,0.0,0.0,32843.9789544661,25159.8331255418,58003.8120800079,0.0,135149.902712044,187.66244851981,0.0,22439.1268633512,135337.565160564,157776.692023915,372596
1456,2019-03-07,890.75,892.00,893.75,887.00,2.61K,0.11%,port1105,Rizhao,China,CHN,3,2,1,0,1,6,7,0.0,132334.451120812,0.0,0.0,2900.71026197348,132334.451120812,135235.161382785,20561.6482802144,12311.9265062791,6582.27865542802,0.0,3430.81720478486,39455.8534419216,42886.6706467064,250549,port1160,Santos,Brazil,BRA,4,3,1,0,2,8,10,12093.5566346542,0.0,0.0,0.0,5782.27209792313,12093.5566346542,17875.8287325773,15771.965168098,82728.6015331099,0.0,0.0,8146.19500766064,98500.566701208,106646.761708869,372597
1455,2019-03-08,883.75,891.00,891.50,880.00,1.28K,-0.79%,port1105,Rizhao,China,CHN,0,5,1,0,0,6,6,0.0,274623.102837351,0.0,0.0,0.0,274623.102837351,274623.102837351,0.0,0.0,2362.9513007466,0.0,0.0,2362.9513007466,2362.9513007466,250550,port1160,Santos,Brazil,BRA,5,3,1,0,3,9,12,39939.8460447329,28870.4085957833,0.0,0.0,2641.29448685496,68810.2546405162,71451.5491273712,59611.2815353777,46150.8826798008,5397.19045978556,0.0,13171.4310935253,111159.354674964,124330.785768489,372416
1454,2019-03-11,877.75,884.50,884.50,878.50,0.44K,-0.68%,port1105,Rizhao,China,CHN,2,3,2,0,0,7,7,0.0,135857.83165991,0.0,0.0,0.0,135857.83165991,135857.83165991,24753.026515527,0.0,0.0,0.0,0.0,24753.026515527,24753.026515527,250553,port1160,Santos,Brazil,BRA,9,0,0,1,1,10,11,115392.660190665,0.0,0.0,0.0,3852.55272077372,115392.660190665,119245.212911438,58409.0755836319,0.0,0.0,2473.37262855841,0.0,60882.4482121903,60882.4482121903,372468
1453,2019-03-12,884.75,880.50,885.00,880.25,0.24K,0.80%,port1105,Rizhao,China,CHN,0,6,2,0,0,8,8,0.0,252344.307962562,30670.5337686645,0.0,0.0,283014.841731227,283014.841731227,0.0,11397.8530322725,3946.22197141256,0.0,0.0,15344.075003685,15344.075003685,250554,port1160,Santos,Brazil,BRA,4,3,1,0,4,8,12,16475.1000922323,0.0,0.0,0.0,12383.1865896852,16475.1000922323,28858.2866819175,3043.82667294308,88430.9229553108,12085.5418304279,0.0,16344.4150664243,103560.291458682,119904.706525106,372472
1452,2019-03-13,889.00,882.75,889.25,882.50,0.22K,0.48%,port1105,Rizhao,China,CHN,0,2,0,0,0,2,2,0.0,125676.116305891,0.0,0.0,0.0,125676.116305891,125676.116305891,0.0,1020.87504312425,0.0,0.0,0.0,1020.87504312425,1020.87504312425,250555,port1160,Santos,Brazil,BRA,8,5,2,1,5,16,21,47931.5449142915,0.0,0.0,0.0,39600.4312673374,47931.5449142915,87531.9761816289,41940.1610924004,142385.959642246,23712.8284250494,542.617795423756,28884.2733297645,208581.56695512,237465.840284884,372476
1451,2019-03-14,889.50,901.12,906.12,895.62,0.15K,0.06%,port1105,Rizhao,China,CHN,1,8,1,0,1,10,11,0.0,355478.632904202,0.0,0.0,4899.65869628149,355478.632904202,360378.291600484,2606.88516434756,11563.0066917505,4103.45045857257,0.0,0.0,18273.3423146706,18273.3423146706,250556,port1160,Santos,Brazil,BRA,5,4,0,1,0,10,10,36161.6763053507,0.0,0.0,0.0,0.0,36161.6763053507,36161.6763053507,59917.5924834219,127140.073019468,0.0,5506.24971914509,0.0,192563.915222035,192563.915222035,372480
1450,2019-03-15,909.25,899.25,911.00,898.25,97.85K,2.22%,port1105,Rizhao,China,CHN,2,5,0,0,0,7,7,0.0,285300.883894894,0.0,0.0,0.0,285300.883894894,285300.883894894,5726.42040876366,0.0,0.0,0.0,0.0,5726.42040876366,5726.42040876366,250557,port1160,Santos,Brazil,BRA,4,1,1,0,2,6,8,11694.0077652182,0.0,0.0,0.0,0.0,11694.0077652182,11694.0077652182,10523.5789564484,32643.1335210062,3298.29130561241,0.0,12090.540547668,46465.003783067,58555.544330735,372484
1449,2019-03-18,905.75,910.00,911.50,901.75,68.44K,-0.38%,port1105,Rizhao,China,CHN,1,1,0,0,0,2,2,0.0,22850.0442054854,0.0,0.0,0.0,22850.0442054854,22850.0442054854,10045.143303278,0.0,0.0,0.0,0.0,10045.143303278,10045.143303278,250560,port1160,Santos,Brazil,BRA,7,4,1,0,0,12,12,75848.304345272,0.0,0.0,0.0,0.0,75848.304345272,75848.304345272,37503.385033696,133076.438948231,31853.3448307838,0.0,0.0,202433.168812711,202433.168812711,372610
1448,2019-03-19,904.00,905.50,909.50,900.25,78.73K,-0.19%,port1105,Rizhao,China,CHN,2,1,1,0,0,4,4,6324.85692968549,0.0,4512.7578759868,0.0,0.0,10837.6148056723,10837.6148056723,0.0,5436.36053484934,0.0,0.0,0.0,5436.36053484934,5436.36053484934,250561,port1160,Santos,Brazil,BRA,5,7,1,1,3,14,17,26273.1793766075,15746.3572082288,3440.52586802399,469.57112375561,601.690133369877,45929.6335766158,46531.3237099857,9398.94632518442,152094.311804522,0.0,0.0,18218.2220672935,161493.258129706,179711.480197,372614
1447,2019-03-20,906.00,902.75,906.50,899.25,73.22K,0.22%,port1105,Rizhao,China,CHN,2,4,1,0,0,7,7,0.0,143597.236366221,0.0,0.0,0.0,143597.236366221,143597.236366221,15275.5706586222,5964.77212812935,11159.5088658269,0.0,0.0,32399.8516525784,32399.8516525784,250562,port1160,Santos,Brazil,BRA,5,0,1,0,1,6,7,23540.2327112911,0.0,0.0,0.0,5761.78362467447,23540.2327112911,29302.0163359656,24097.4881233169,0.0,1076.7871919146,0.0,0.0,25174.2753152315,25174.2753152315,372619
1446,2019-03-21,910.50,906.00,912.00,903.50,79.29K,0.50%,port1105,Rizhao,China,CHN,4,4,0,0,0,8,8,0.0,188033.64718421,0.0,0.0,0.0,188033.64718421,188033.64718421,7111.07454489103,0.0,0.0,0.0,0.0,7111.07454489103,7111.07454489103,250563,port1160,Santos,Brazil,BRA,5,3,0,0,0,8,8,34763.7837845214,0.0,0.0,0.0,0.0,34763.7837845214,34763.7837845214,30749.1007480239,110979.969283293,0.0,0.0,0.0,141729.070031317,141729.070031317,372687
1445,2019-03-22,903.75,909.75,912.00,903.00,91.93K,-0.74%,port1105,Rizhao,China,CHN,1,1,1,0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2562.62460876408,25215.9587098918,8294.92987705051,0.0,0.0,36073.5131957064,36073.5131957064,250564,port1160,Santos,Brazil,BRA,6,3,0,0,6,9,15,15444.7766879929,0.0,0.0,0.0,15285.0535350257,15444.7766879929,30729.8302230186,36676.5987494208,87712.1925972194,0.0,0.0,8040.29842726826,124388.79134664,132429.089773908,372691
1444,2019-03-25,906.50,904.50,908.25,901.50,62.22K,0.30%,port1105,Rizhao,China,CHN,3,5,1,0,0,9,9,0.0,190537.799897684,3508.31040729916,0.0,0.0,194046.110304983,194046.110304983,9505.29173144461,32626.7043711776,0.0,0.0,0.0,42131.9961026223,42131.9961026223,250567,port1160,Santos,Brazil,BRA,4,5,0,0,2,9,11,1982.25098641925,0.0,0.0,0.0,3610.28179310563,1982.25098641925,5592.53277952488,109846.690658342,162503.132654662,0.0,0.0,8948.06416258277,272349.823313005,281297.887475587,372703
1443,2019-03-26,900.75,905.50,907.50,899.50,64.16K,-0.63%,port1105,Rizhao,China,CHN,2,1,0,0,0,3,3,0.0,33408.9020921999,0.0,0.0,0.0,33408.9020921999,33408.9020921999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250568,port1160,Santos,Brazil,BRA,8,2,0,0,2,10,12,36715.0836014768,0.0,0.0,0.0,7691.0778040339,36715.0836014768,44406.1614055107,75736.2913073777,64901.9283671062,0.0,0.0,0.0,140638.219674484,140638.219674484,372707
1442,2019-03-27,887.50,900.25,900.75,886.00,108.41K,-1.47%,port1105,Rizhao,China,CHN,0,7,0,0,0,7,7,0.0,295455.252329102,0.0,0.0,0.0,295455.252329102,295455.252329102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250569,port1160,Santos,Brazil,BRA,3,5,0,0,4,8,12,23384.6384971572,24071.0898877741,0.0,0.0,24312.3957100873,47455.7283849313,71768.1240950185,0.0,117576.279687224,0.0,0.0,16948.2845605151,117576.279687224,134524.564247739,372711
1441,2019-03-28,889.50,888.00,891.75,886.50,71.40K,0.23%,port1105,Rizhao,China,CHN,2,6,0,0,0,8,8,0.0,331028.947680316,0.0,0.0,0.0,331028.947680316,331028.947680316,6611.84080509953,0.0,0.0,0.0,0.0,6611.84080509953,6611.84080509953,250570,port1160,Santos,Brazil,BRA,7,4,0,1,1,12,13,14352.7450188004,4815.45463125304,0.0,0.0,0.0,19168.1996500534,19168.1996500534,44655.3030042032,67889.1691253863,0.0,497.208928317239,6245.85393269064,113041.681057907,119287.534990597,372715
1440,2019-03-29,884.25,888.75,892.75,883.00,96.06K,-0.59%,port1105,Rizhao,China,CHN,2,6,1,0,0,9,9,0.0,298177.007599189,0.0,0.0,0.0,298177.007599189,298177.007599189,0.0,0.0,3703.77077884787,0.0,0.0,3703.77077884787,3703.77077884787,250571,port1160,Santos,Brazil,BRA,7,2,0,1,2,10,12,56281.0523651567,0.0,0.0,0.0,6604.63082720789,56281.0523651567,62885.6831923646,36572.1713491976,45952.7457942211,0.0,2296.8893368558,0.0,84821.8064802745,84821.8064802745,372719
1439,2019-04-01,895.50,884.00,899.00,883.75,116.29K,1.27%,port1105,Rizhao,China,CHN,2,7,0,0,0,9,9,7569.35456816633,289839.437170977,0.0,0.0,0.0,297408.791739144,297408.791739144,11011.3566829465,21683.3290334707,0.0,0.0,0.0,32694.6857164172,32694.6857164172,250574,port1160,Santos,Brazil,BRA,4,9,1,0,2,14,16,28579.1851771739,6708.09108102584,0.0,0.0,2629.51318120694,35287.2762581998,37916.7894394067,37960.6602649089,210681.607002681,30851.7304993126,0.0,6842.24436361429,279493.997766902,286336.242130517,372730
1438,2019-04-02,900.00,895.75,901.25,892.50,78.59K,0.50%,port1105,Rizhao,China,CHN,3,3,0,0,0,6,6,3201.81388645802,119239.649897269,0.0,0.0,0.0,122441.463783727,122441.463783727,13473.7303289208,0.0,0.0,0.0,0.0,13473.7303289208,13473.7303289208,250575,port1160,Santos,Brazil,BRA,10,2,1,1,2,14,16,38754.4011004495,0.0,0.0,0.0,950.008494996433,38754.4011004495,39704.4095954459,62744.9116371277,16119.5102281228,13279.2111975234,496.305935157667,9393.39596587933,92639.9389979315,102033.334963811,372734
1437,2019-04-03,898.75,899.25,903.00,894.75,63.62K,-0.14%,port1105,Rizhao,China,CHN,1,4,0,0,0,5,5,0.0,313458.277866014,0.0,0.0,0.0,313458.277866014,313458.277866014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250576,port1160,Santos,Brazil,BRA,3,5,2,0,2,10,12,2384.09040730565,0.0,1211.89129036306,0.0,29258.487210474,3595.98169766871,32854.4689081427,30832.7899253391,186934.795286598,12130.3897553253,0.0,0.0,229897.974967262,229897.974967262,372738
1436,2019-04-04,906.50,898.25,907.25,897.00,112.22K,0.86%,port1105,Rizhao,China,CHN,2,2,0,0,0,4,4,23016.240818327,204516.853613814,0.0,0.0,0.0,227533.094432141,227533.094432141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250577,port1160,Santos,Brazil,BRA,6,3,1,1,3,11,14,24793.6119452417,21405.2244867045,0.0,0.0,25070.025622553,46198.8364319462,71268.8620544992,36464.0781414353,30909.392593196,8631.98256996278,469.57112375561,11999.8701755338,76475.0244283496,88474.8946038834,372742
1435,2019-04-05,899.00,904.50,904.75,896.25,102.77K,-0.83%,port1105,Rizhao,China,CHN,3,3,1,0,0,7,7,2185.06034647107,31210.1339140795,0.0,0.0,0.0,33395.1942605506,33395.1942605506,6472.13635636874,19672.7678671603,4106.99666507185,0.0,0.0,30251.9008886009,30251.9008886009,250578,port1160,Santos,Brazil,BRA,6,5,1,1,2,13,15,32287.4449240007,0.0,0.0,0.0,6381.22185641766,32287.4449240007,38668.6667804184,41533.3339959946,128587.834799009,17399.9055936673,2297.90931803874,10268.5772176081,189818.98370671,200087.560924318,372746
1434,2019-04-08,898.75,899.00,903.50,898.00,113.48K,-0.03%,port1105,Rizhao,China,CHN,0,3,0,0,0,3,3,0.0,98987.8143294485,0.0,0.0,0.0,98987.8143294485,98987.8143294485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250581,port1160,Santos,Brazil,BRA,8,1,0,0,6,9,15,49888.8364054862,0.0,0.0,0.0,14036.1872089843,49888.8364054862,63925.0236144705,42467.0919231058,26827.8452627055,0.0,0.0,19762.4707029025,69294.9371858113,89057.4078887138,372757
