,Date,Price,Open,High,Low,Vol.,Change %,portid_rizhao,portname_rizhao,country_rizhao,ISO3_rizhao,portcalls_container_rizhao,portcalls_dry_bulk_rizhao,portcalls_general_cargo_rizhao,portcalls_roro_rizhao,portcalls_tanker_rizhao,portcalls_cargo_rizhao,portcalls_rizhao,import_container_rizhao,import_dry_bulk_rizhao,import_general_cargo_rizhao,import_roro_rizhao,import_tanker_rizhao,import_cargo_rizhao,import_rizhao,export_container_rizhao,export_dry_bulk_rizhao,export_general_cargo_rizhao,export_roro_rizhao,export_tanker_rizhao,export_cargo_rizhao,export_rizhao,ObjectId_rizhao,portid_santos,portname_santos,country_santos,ISO3_santos,portcalls_container_santos,portcalls_dry_bulk_santos,portcalls_general_cargo_santos,portcalls_roro_santos,portcalls_tanker_santos,portcalls_cargo_santos,portcalls_santos,import_container_santos,import_dry_bulk_santos,import_general_cargo_santos,import_roro_santos,import_tanker_santos,import_cargo_santos,import_santos,export_container_santos,export_dry_bulk_santos,export_general_cargo_santos,export_roro_santos,export_tanker_santos,export_cargo_santos,export_santos,ObjectId_santos
724,2022-01-10,"1,374.75","1,394.00","1,396.00","1,374.75",0.07K,-1.91%,port1105,Rizhao,China,CHN,0,5,0,0,0,5,5,0.0,301747.078965424,0.0,0.0,0.0,301747.078965424,301747.078965424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251655,port1160,Santos,Brazil,BRA,6,1,1,0,2,8,10,54946.1902069871,0.0,0.0,0.0,5652.41211622085,54946.1902069871,60598.6023232079,76399.0020472151,31011.020027908,17451.1276591974,0.0,9121.93920013051,124861.149734321,133983.088934451,373792
723,2022-01-11,"1,376.75","1,378.00","1,382.00","1,365.50",0.06K,0.15%,port1105,Rizhao,China,CHN,1,3,0,0,0,4,4,0.0,123384.392889211,0.0,0.0,0.0,123384.392889211,123384.392889211,3795.07451459494,0.0,0.0,0.0,0.0,3795.07451459494,3795.07451459494,251656,port1160,Santos,Brazil,BRA,3,1,2,1,4,7,11,20896.9964220182,0.0,1731.37075205557,660.983724874284,19276.1154860792,23289.3508989481,42565.4663850272,50948.4342409928,17039.9213045405,22365.7365354917,0.0,22958.4833271098,90354.092081025,113312.575408135,373793
722,2022-01-12,"1,391.25","1,373.50","1,391.75","1,370.00",0.29K,1.05%,port1105,Rizhao,China,CHN,0,4,1,0,0,5,5,0.0,149264.271416421,0.0,0.0,0.0,149264.271416421,149264.271416421,0.0,0.0,12276.7416559861,0.0,0.0,12276.7416559861,12276.7416559861,251657,port1160,Santos,Brazil,BRA,7,4,3,0,4,14,18,33779.0395207352,19732.62734707,23054.2450622888,0.0,18711.2512000384,76565.911930094,95277.1631301324,63126.7924566653,68772.4389675866,25855.8813224162,0.0,6230.96519720745,157755.112746668,163986.077943876,373794
721,2022-01-13,"1,365.25","1,368.00","1,370.00","1,359.25",0.42K,-1.87%,port1105,Rizhao,China,CHN,2,4,2,0,0,8,8,0.0,182952.979556179,9921.82864447508,0.0,0.0,192874.808200654,192874.808200654,3587.50119285833,25596.0599919041,0.0,0.0,0.0,29183.5611847624,29183.5611847624,251658,port1160,Santos,Brazil,BRA,5,5,3,1,0,14,14,23486.667696228,0.0,0.0,0.0,0.0,23486.667696228,23486.667696228,47150.0916898808,187561.528157145,35676.0534267387,3287.5778468767,0.0,273675.251120642,273675.251120642,373795
720,2022-01-14,"1,356.75","1,376.50","1,379.88","1,363.75",0.04K,-0.62%,port1105,Rizhao,China,CHN,1,8,0,0,0,9,9,0.0,179405.279151871,0.0,0.0,0.0,179405.279151871,179405.279151871,0.0,48894.4841771657,0.0,0.0,0.0,48894.4841771657,48894.4841771657,251659,port1160,Santos,Brazil,BRA,5,4,0,0,4,9,13,51054.5604545399,11404.5456787931,0.0,0.0,15096.8994916357,62459.106133333,77556.0056249687,16725.8196392508,90454.9351012115,0.0,0.0,23148.8090698544,107180.754740462,130329.563810317,373796
719,2022-01-18,"1,361.25","1,360.00","1,368.75","1,349.75",124.25K,0.33%,port1105,Rizhao,China,CHN,0,6,0,0,0,6,6,0.0,180172.570036519,0.0,0.0,0.0,180172.570036519,180172.570036519,0.0,15979.7500207078,0.0,0.0,0.0,15979.7500207078,15979.7500207078,251665,port1160,Santos,Brazil,BRA,6,3,0,1,1,10,11,0.0,561.228621938986,0.0,0.0,10383.8558960728,561.228621938986,10945.0845180117,57300.0853511998,17030.0600891744,0.0,4675.12900969185,0.0,79005.2744500661,79005.2744500661,373800
718,2022-01-19,"1,391.25","1,363.50","1,392.50","1,363.50",107.60K,2.20%,port1105,Rizhao,China,CHN,0,8,0,0,0,8,8,0.0,248717.95352878,0.0,0.0,0.0,248717.95352878,248717.95352878,0.0,27886.2947358603,0.0,0.0,0.0,27886.2947358603,27886.2947358603,251666,port1160,Santos,Brazil,BRA,7,3,0,0,2,10,12,27191.6676239998,24741.7966058963,0.0,0.0,0.0,51933.4642298961,51933.4642298961,61347.3208340108,77074.2557185295,0.0,0.0,5487.93556419548,138421.57655254,143909.512116736,373801
717,2022-01-20,"1,425.75","1,388.25","1,429.50","1,387.50",149.82K,2.48%,port1105,Rizhao,China,CHN,0,3,1,0,0,4,4,0.0,199451.748609207,2695.69401228078,0.0,0.0,202147.442621488,202147.442621488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251667,port1160,Santos,Brazil,BRA,5,4,1,0,5,10,15,45787.872561952,15776.6035245815,0.0,0.0,18025.0787935511,61564.4760865334,79589.5548800846,48740.3323331842,62584.7205195972,0.0,0.0,17454.4619905905,111325.052852781,128779.514843372,373802
716,2022-01-21,"1,414.25","1,420.00","1,426.00","1,405.25",104.36K,-0.81%,port1105,Rizhao,China,CHN,0,6,0,0,0,6,6,0.0,94446.6604353905,0.0,0.0,0.0,94446.6604353905,94446.6604353905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251668,port1160,Santos,Brazil,BRA,4,7,1,0,2,12,14,30638.5777562609,29802.1947195898,0.0,0.0,21398.7180239667,60440.7724758508,81839.4904998174,27592.5079550766,69634.3273162766,19796.4459074371,0.0,0.0,117023.28117879,117023.28117879,373617
715,2022-01-24,"1,403.00","1,419.50","1,423.75","1,382.50",134.87K,-0.80%,port1105,Rizhao,China,CHN,0,6,3,0,0,9,9,0.0,420660.394093259,14122.8017151075,0.0,0.0,434783.195808367,434783.195808367,0.0,5978.88458528496,11269.4519109397,0.0,0.0,17248.3364962246,17248.3364962246,251671,port1160,Santos,Brazil,BRA,5,3,0,2,1,10,11,45222.5868174385,0.0,0.0,1102.94168041922,7484.4213350996,46325.5284978577,53809.9498329573,61625.3504695736,104955.529551075,0.0,2299.57172690987,0.0,168880.451747559,168880.451747559,373685
714,2022-01-25,"1,407.25","1,405.00","1,413.75","1,393.25",107.87K,0.30%,port1105,Rizhao,China,CHN,3,4,0,0,0,7,7,506.211399665546,139229.577617342,0.0,0.0,0.0,139735.789017008,139735.789017008,5763.12819965072,9667.95005977094,0.0,0.0,0.0,15431.0782594217,15431.0782594217,251672,port1160,Santos,Brazil,BRA,3,4,2,0,2,9,11,11155.7403540179,5672.66990184452,0.0,0.0,0.0,16828.4102558625,16828.4102558625,43861.1168302578,113672.377406817,50287.9869581235,0.0,19018.3578115848,207821.481195199,226839.839006784,373692
713,2022-01-26,"1,440.00","1,405.75","1,443.75","1,393.75",139.95K,2.33%,port1105,Rizhao,China,CHN,0,5,2,0,0,7,7,0.0,240327.50447951,4464.01256695138,0.0,0.0,244791.517046462,244791.517046462,0.0,0.0,3478.53303240609,0.0,0.0,3478.53303240609,3478.53303240609,251673,port1160,Santos,Brazil,BRA,8,6,0,1,2,15,17,30145.63525464,15223.0366065508,0.0,0.0,19764.9548658381,45368.6718611909,65133.626727029,77189.1140336938,103575.070437086,0.0,3139.34552069884,0.0,183903.529991478,183903.529991478,373739
712,2022-01-27,"1,448.25","1,436.00","1,456.50","1,428.50",143.88K,0.57%,port1105,Rizhao,China,CHN,2,6,1,0,0,9,9,0.0,269226.496410298,25565.3751249779,0.0,0.0,294791.871535276,294791.871535276,3143.97758853237,0.0,0.0,0.0,0.0,3143.97758853237,3143.97758853237,251674,port1160,Santos,Brazil,BRA,5,4,2,1,3,12,15,26632.1767090614,11549.7305226465,0.0,0.0,21272.6780886522,38181.9072317079,59454.5853203601,42417.7787875221,3334.1021926411,17804.1704583142,5510.7525739975,557.818111082601,69066.8040124749,69624.6221235575,373749
711,2022-01-28,"1,470.00","1,446.50","1,479.00","1,441.50",148.67K,1.50%,port1105,Rizhao,China,CHN,1,5,0,0,0,6,6,1019.55718442246,212036.44872969,0.0,0.0,0.0,213056.005914112,213056.005914112,0.0,6816.44281717193,0.0,0.0,0.0,6816.44281717193,6816.44281717193,251675,port1160,Santos,Brazil,BRA,2,7,1,0,2,10,12,7518.64599928817,32792.598256718,0.0,0.0,4739.97562319431,40311.2442560061,45051.2198792004,11090.3163094617,155932.762878251,26486.1883881798,0.0,0.0,193509.267575892,193509.267575892,373754
710,2022-01-31,"1,490.50","1,474.00","1,496.75","1,473.50",111.73K,1.39%,port1105,Rizhao,China,CHN,0,6,2,0,0,8,8,0.0,119719.576072461,0.0,0.0,0.0,119719.576072461,119719.576072461,0.0,68480.0243537449,15337.2347786602,0.0,0.0,83817.2591324051,83817.2591324051,251678,port1160,Santos,Brazil,BRA,7,0,1,0,2,8,10,55472.8659403196,0.0,0.0,0.0,2546.26754041105,55472.8659403196,58019.1334807307,50137.2799452731,0.0,252.611361660336,0.0,0.0,50389.8913069334,50389.8913069334,373811
709,2022-02-01,"1,528.50","1,490.00","1,539.00","1,485.00",157.81K,2.55%,port1105,Rizhao,China,CHN,0,4,0,0,0,4,4,0.0,245616.3283746,0.0,0.0,0.0,245616.3283746,245616.3283746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251679,port1160,Santos,Brazil,BRA,6,1,1,0,1,8,9,14170.1941511362,0.0,0.0,0.0,20887.9676094196,14170.1941511362,35058.1617605557,74728.4008354875,25064.7850789423,26724.8518277564,0.0,0.0,126518.037742186,126518.037742186,373815
708,2022-02-02,"1,545.25","1,528.00","1,564.00","1,526.00",175.95K,1.10%,port1105,Rizhao,China,CHN,1,8,0,0,0,9,9,0.0,321228.170061148,0.0,0.0,0.0,321228.170061148,321228.170061148,2011.04916434791,14911.1107654446,0.0,0.0,0.0,16922.1599297925,16922.1599297925,251680,port1160,Santos,Brazil,BRA,4,5,0,0,2,9,11,36103.7645301649,24238.9239457601,0.0,0.0,0.0,60342.688475925,60342.688475925,51502.4089840946,80070.7913541911,0.0,0.0,0.0,131573.200338286,131573.200338286,373819
707,2022-02-03,"1,544.25","1,544.00","1,560.00","1,529.00",133.83K,-0.06%,port1105,Rizhao,China,CHN,0,1,0,0,0,1,1,0.0,114420.584134262,0.0,0.0,0.0,114420.584134262,114420.584134262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251681,port1160,Santos,Brazil,BRA,4,4,0,1,3,9,12,16549.4284555333,13078.7341217163,0.0,0.0,11924.3352205164,29628.1625772497,41552.4977977661,13357.9039532231,46441.0849520429,0.0,5518.27397613975,37946.6124560027,65317.2628814057,103263.875337408,373823
706,2022-02-04,"1,553.50","1,544.50","1,560.25","1,532.00",116.12K,0.60%,port1105,Rizhao,China,CHN,0,4,1,0,0,5,5,0.0,161561.438270088,21485.2445366871,0.0,0.0,183046.682806775,183046.682806775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251682,port1160,Santos,Brazil,BRA,3,5,1,1,5,10,15,17566.5310354559,11855.5789137762,202.731274950525,0.0,18086.5325435586,29624.8412241827,47711.3737677413,28272.5098954578,160478.613456019,0.0,5223.35180151962,33035.9586774628,193974.475152997,227010.433830459,373828
705,2022-02-07,"1,581.75","1,571.00","1,589.50","1,565.25",178.01K,1.82%,port1105,Rizhao,China,CHN,0,5,0,0,0,5,5,0.0,143082.758174944,0.0,0.0,0.0,143082.758174944,143082.758174944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251685,port1160,Santos,Brazil,BRA,8,3,1,0,3,12,15,43735.8812169934,485.509548430193,0.0,0.0,3742.26749218605,44221.3907654236,47963.6582576096,56343.6049816338,20053.7282175061,20123.1697244714,0.0,1357.11937216866,96520.5029236113,97877.62229578,373848
704,2022-02-08,"1,569.00","1,585.00","1,586.50","1,559.00",176.07K,-0.81%,port1105,Rizhao,China,CHN,0,2,0,0,0,2,2,0.0,85093.8373857899,0.0,0.0,0.0,85093.8373857899,85093.8373857899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251686,port1160,Santos,Brazil,BRA,2,2,2,0,1,6,7,28778.4957146295,0.0,0.0,0.0,6141.58519809686,28778.4957146295,34920.0809127264,10519.8340392133,81167.5532739229,19115.701819548,0.0,0.0,110803.089132684,110803.089132684,373853
703,2022-02-09,"1,594.75","1,570.50","1,599.50","1,566.50",190.63K,1.64%,port1105,Rizhao,China,CHN,2,5,3,0,0,10,10,0.0,241086.498380987,32821.1082948735,0.0,0.0,273907.60667586,273907.60667586,9314.340499687,46012.5915193102,15295.5799682144,0.0,0.0,70622.5119872116,70622.5119872116,251688,port1160,Santos,Brazil,BRA,5,5,1,0,1,11,12,35551.2858359649,27248.5610162017,0.0,0.0,5784.84434215728,62799.8468521666,68584.6911943239,80335.806872788,92716.7404982265,4500.97171630895,0.0,0.0,177553.519087323,177553.519087323,373858
702,2022-02-10,"1,574.25","1,594.75","1,633.00","1,565.50",255.54K,-1.29%,port1105,Rizhao,China,CHN,1,4,0,0,0,5,5,642.652168940171,238198.423763325,0.0,0.0,0.0,238841.075932265,238841.075932265,0.0,9370.10418264966,0.0,0.0,0.0,9370.10418264966,9370.10418264966,251689,port1160,Santos,Brazil,BRA,9,7,0,0,2,16,18,137391.705177976,14707.1367175501,0.0,0.0,0.0,152098.841895527,152098.841895527,28636.2061893822,155586.907818912,0.0,0.0,11435.1039561688,184223.114008294,195658.217964463,373863
701,2022-02-11,"1,583.00","1,573.00","1,594.75","1,563.50",184.66K,0.56%,port1105,Rizhao,China,CHN,1,4,0,0,0,5,5,2615.23401391457,104566.882206353,0.0,0.0,0.0,107182.116220268,107182.116220268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251690,port1160,Santos,Brazil,BRA,5,4,1,1,3,11,14,36188.3050654714,17739.6065155095,0.0,0.0,0.0,53927.9115809809,53927.9115809809,13902.0025094219,64637.7308724324,19186.0859684937,1647.32808310731,902.052845286053,99373.1474334554,100275.200278741,373867
700,2022-02-14,"1,570.00","1,587.00","1,599.50","1,551.50",125.49K,-0.82%,port1105,Rizhao,China,CHN,0,7,0,0,0,7,7,0.0,389573.730387127,0.0,0.0,0.0,389573.730387127,389573.730387127,0.0,3111.06378038155,0.0,0.0,0.0,3111.06378038155,3111.06378038155,251693,port1160,Santos,Brazil,BRA,3,4,1,0,2,8,10,36399.2755775731,36120.0749551317,0.0,0.0,0.0,72519.3505327048,72519.3505327048,31297.4064347876,73916.4349965113,360.997771683429,0.0,15764.7831745648,105574.839202982,121339.622377547,373881
699,2022-02-15,"1,551.25","1,569.25","1,577.00","1,542.25",147.74K,-1.19%,port1105,Rizhao,China,CHN,0,2,2,0,1,4,5,0.0,108836.676448206,0.0,0.0,0.0,108836.676448206,108836.676448206,0.0,0.0,3565.95040176348,0.0,0.0,3565.95040176348,3565.95040176348,251694,port1160,Santos,Brazil,BRA,6,5,1,1,3,13,16,42162.3232594298,11106.6080442693,0.0,0.0,14993.1017835045,53268.9313036991,68262.0330872036,60710.7080373691,123164.372671843,12925.8443594497,3312.05845699774,0.0,200112.98352566,200112.98352566,373886
698,2022-02-16,"1,587.50","1,552.25","1,589.75","1,547.00",100.19K,2.34%,port1105,Rizhao,China,CHN,0,4,1,0,0,5,5,0.0,183784.914382216,0.0,0.0,0.0,183784.914382216,183784.914382216,0.0,0.0,3518.23637225228,0.0,0.0,3518.23637225228,3518.23637225228,251695,port1160,Santos,Brazil,BRA,6,4,0,0,1,10,11,30637.3969173063,33098.1269731052,0.0,0.0,2736.957209606,63735.5238904115,66472.4811000175,49023.6426980734,59963.5401528847,0.0,0.0,0.0,108987.182850958,108987.182850958,373891
697,2022-02-17,"1,592.00","1,585.25","1,606.00","1,576.50",114.03K,0.28%,port1105,Rizhao,China,CHN,0,3,0,0,0,3,3,0.0,292570.011280501,0.0,0.0,0.0,292570.011280501,292570.011280501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251696,port1160,Santos,Brazil,BRA,2,8,5,0,1,15,16,43624.1783637642,8539.38411956805,8620.73744275509,0.0,0.0,60784.2999260873,60784.2999260873,0.0,231499.753977219,33971.4958793297,0.0,287.417097232687,265471.249856549,265758.666953782,373896
696,2022-02-18,"1,601.50","1,590.50","1,608.50","1,587.50",107.15K,0.60%,port1105,Rizhao,China,CHN,1,6,2,0,0,9,9,0.0,332599.452383778,0.0,0.0,0.0,332599.452383778,332599.452383778,2282.95705414356,24569.451506295,2807.79738978204,0.0,0.0,29660.2059502206,29660.2059502206,251700,port1160,Santos,Brazil,BRA,11,4,0,1,1,16,17,37602.5745936582,0.0,0.0,0.0,0.0,37602.5745936582,37602.5745936582,59689.2983261747,173389.056513767,0.0,4015.76502204806,6680.65473194804,237094.11986199,243774.774593938,373925
695,2022-02-20,"1,598.00","1,599.25","1,599.25","1,598.00",,-0.22%,port1105,Rizhao,China,CHN,1,2,0,0,0,3,3,0.0,118156.026902325,0.0,0.0,0.0,118156.026902325,118156.026902325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251702,port1160,Santos,Brazil,BRA,3,2,1,0,4,6,10,58702.4883926969,0.0,0.0,0.0,15703.9229718129,58702.4883926969,74406.4113645098,0.0,59530.2886829323,251.338120743534,0.0,12379.9513290367,59781.6268036758,72161.5781327125,373965
694,2022-02-21,"1,597.50","1,596.50","1,598.00","1,596.50",,-0.03%,port1105,Rizhao,China,CHN,1,3,2,0,0,6,6,815.387121662679,115275.087884312,0.0,0.0,0.0,116090.475005975,116090.475005975,8744.89123590795,14267.9630984336,22144.8754528664,0.0,0.0,45157.729787208,45157.729787208,251703,port1160,Santos,Brazil,BRA,8,4,0,1,2,13,15,34256.5708383428,6763.43362476682,0.0,0.0,4155.47463303222,41020.0044631096,45175.4790961419,72614.3751862682,89451.0106292501,0.0,6291.2396721731,0.0,168356.625487691,168356.625487691,373967
693,2022-02-22,"1,635.00","1,609.00","1,641.25","1,602.25",117.09K,2.35%,port1105,Rizhao,China,CHN,0,4,1,0,0,5,5,0.0,113512.94774362,0.0,0.0,0.0,113512.94774362,113512.94774362,0.0,25753.9968479322,2730.26325340148,0.0,0.0,28484.2601013336,28484.2601013336,251704,port1160,Santos,Brazil,BRA,5,5,3,1,3,14,17,26564.4351358413,255.385141925494,0.0,2759.95288680331,14435.3606746577,29579.7731645701,44015.1338392277,55889.2596824257,151457.610597202,64753.493648498,0.0,16589.138038953,272100.363928126,288689.501967079,373969
692,2022-02-23,"1,675.00","1,637.50","1,679.50","1,636.50",98.55K,2.45%,port1105,Rizhao,China,CHN,0,3,1,0,0,4,4,0.0,100599.519434107,26167.656240141,0.0,0.0,126767.175674248,126767.175674248,0.0,2832.40144774416,0.0,0.0,0.0,2832.40144774416,2832.40144774416,251705,port1160,Santos,Brazil,BRA,6,7,1,1,4,15,19,39837.9765747999,7752.03348929622,0.0,0.0,14834.5416494814,47590.0100640961,62424.5517135774,70536.8114402894,203300.481877654,4013.28973528229,2670.40581497461,3587.64998198269,280520.988868201,284108.638850183,373971
